qtd_membros,duracao_dias,cartoes_previstos,story_points_previstos,tipo_dominio,complexidade_media,percentual_bugs,percentual_retrabalho,velocidade_passada,produtividade_estimada
3,17,31,-0.6972732402912254,0,1.9,0.06,0.13,63.26,0.49841823506374117
7,18,29,0.1653703259638254,1,3.8,0.19,0.08,49.67,-0.7262620070671327
7,13,42,1.253389238357583,0,3.8,0.19,0.19,42.48,0.3386773339162359
6,20,46,2.3802659690511176,0,3.3,0.22,0.08,37.46,2.202321180637131
3,14,32,-1.4666580426268112,1,2.6,0.15,0.11,55.27,-1.258731677558817
7,15,49,1.797398694554462,0,3.2,0.13,0.16,68.37,0.8711470044079201
4,21,39,0.6549788365410163,0,4.2,0.12,0.09,66.32,1.9094628618667047
5,15,24,-0.8255040406804897,1,3.5,0.1,0.19,67.87,-1.125614259935896
3,17,48,-0.4990983669623623,1,1.9,0.23,0.05,40.74,0.9510174549816728
5,21,25,0.9813845102591436,0,3.9,0.22,0.1,46.96,1.350369707850436
7,15,26,0.5733774181114845,0,2.9,0.06,0.19,66.69,-0.3269097541983695
3,13,33,-0.7672173132308241,3,1.9,0.09,0.06,41.09,0.3386773339162359
5,20,36,0.0487968710644942,0,2.7,0.14,0.09,65.35,0.07244249867039375
6,21,21,2.6134128788497804,1,3.6,0.13,0.15,48.3,2.468556015882973
5,10,30,-1.1169376779288176,0,2.7,0.24,0.1,37.05,-1.5249665128046592
5,16,28,0.5150906906618189,0,2.0,0.21,0.14,41.68,0.7114061032604149
7,15,45,0.1653703259638254,0,3.8,0.27,0.19,59.0,-0.7262620070671327
5,14,44,-0.37863913023305346,1,3.0,0.12,0.15,31.55,-0.513274138870459
7,10,36,-0.6506438583314929,1,4.3,0.26,0.21,58.49,-1.5249665128046592
7,20,25,1.5253939664560225,0,2.8,0.13,0.11,34.42,0.604912169162078
4,15,36,-0.6506438583314929,3,2.7,0.21,0.11,37.85,-0.3269097541983695
3,15,31,-0.8837907681301552,0,1.9,0.1,0.13,63.05,0.07244249867039375
6,18,21,0.2353143989034241,3,3.4,0.26,0.16,34.05,-0.24703930362461685
7,15,34,1.3893916024068027,0,1.8,0.21,0.15,41.96,0.47179475153915695
7,17,28,0.9541840374492997,0,1.8,0.09,0.06,47.87,0.04581901514580953
5,11,42,-1.2140822236782602,2,4.2,0.24,0.17,50.46,-1.6580839304275803
6,11,35,-0.7439026222509578,2,4.2,0.09,0.11,36.3,-1.365225611657154
4,16,32,-0.7905320042106903,1,1.8,0.22,0.12,47.74,-0.5665211059196275
4,16,25,0.20422814426360245,3,2.0,0.16,0.17,42.77,1.1373818396537623
3,11,45,-1.1285950234187507,2,3.1,0.25,0.07,51.49,-0.48665065534587476
7,12,36,0.9813845102591436,3,2.1,0.2,0.12,55.59,0.07244249867039375
3,17,38,-0.8954481136200884,0,1.5,0.05,0.11,67.34,0.04581901514580953
6,14,34,0.9813845102591436,3,1.7,0.06,0.18,43.97,0.604912169162078
4,16,20,-0.5418419670921171,3,3.9,0.25,0.16,34.39,-0.14054536952627997
4,20,25,0.20422814426360245,3,4.1,0.16,0.09,47.72,1.1373818396537623
6,11,42,-0.23097942069390062,1,3.8,0.11,0.15,64.88,-0.7795089741163012
7,15,22,0.9813845102591436,1,3.4,0.23,0.12,59.59,0.07244249867039375
7,21,20,3.4294270631450985,3,3.6,0.13,0.07,44.56,2.468556015882973
7,20,36,3.157422335046659,2,2.0,0.04,0.18,58.46,2.202321180637131
7,18,20,2.123804368272589,2,3.2,0.07,0.1,30.4,1.1906288067029307
3,11,34,-1.1285950234187507,0,2.6,0.23,0.06,65.93,-0.48665065534587476
4,16,21,0.20422814426360245,3,4.4,0.22,0.2,37.61,1.1373818396537623
3,14,33,-1.3034552057677475,2,2.0,0.19,0.06,30.48,-0.886002908214638
3,11,29,-1.0003642230294865,2,4.5,0.1,0.14,42.41,-0.1937923365754484
7,18,21,2.123804368272589,2,4.2,0.22,0.11,57.28,1.1906288067029307
7,16,24,1.1989882927378952,0,3.6,0.22,0.16,69.23,0.28543036686706746
4,21,50,0.6549788365410163,1,2.8,0.25,0.13,49.04,1.9094628618667047
7,17,23,0.4917759996819527,2,2.4,0.13,0.16,51.13,-0.4067802047721221
7,11,24,-0.7866462223807126,3,3.0,0.17,0.1,50.64,-1.6580839304275803
7,17,37,0.9541840374492997,3,1.7,0.1,0.07,37.66,0.04581901514580953
6,19,26,2.1471190592524554,2,2.7,0.19,0.12,43.42,1.9360863453912889
3,11,43,-1.5132874245865435,1,3.4,0.13,0.21,34.05,-1.365225611657154
4,10,49,-1.1946533145283718,3,3.8,0.13,0.12,42.94,-1.258731677558817
6,12,28,0.5150906906618189,0,4.4,0.19,0.18,44.46,0.07244249867039375
4,17,39,0.09542625302422668,0,1.7,0.21,0.12,48.95,0.9510174549816728
7,18,44,0.1653703259638254,0,4.2,0.25,0.11,33.84,-0.7262620070671327
7,10,49,0.1653703259638254,2,1.8,0.04,0.12,58.85,-0.7262620070671327
4,10,35,-0.728359494931047,3,2.6,0.19,0.12,31.79,-0.46002717182129055
4,16,50,0.20422814426360245,3,1.8,0.05,0.08,56.76,1.1373818396537623
6,21,32,2.6134128788497804,1,2.6,0.14,0.13,56.65,2.468556015882973
7,14,47,0.3829741084425769,0,4.0,0.2,0.18,66.58,-0.513274138870459
3,10,42,-1.2335111328281487,1,3.3,0.25,0.11,38.16,-0.7262620070671327
6,10,26,-1.1169376779288176,0,2.6,0.1,0.11,56.36,-1.7912013480505014
4,21,35,0.6549788365410163,1,1.9,0.07,0.13,68.96,1.9094628618667047
6,14,29,0.0021674891047617313,3,2.5,0.11,0.07,54.22,-0.513274138870459
6,15,48,-0.18435003873416816,3,2.6,0.14,0.12,40.32,-0.7262620070671327
7,20,40,3.157422335046659,3,3.3,0.2,0.16,31.47,2.202321180637131
7,17,49,1.8790001129839937,1,2.9,0.18,0.08,30.63,0.9510174549816728
7,14,46,0.3829741084425769,3,3.0,0.22,0.17,69.06,-0.513274138870459
5,10,30,-0.9226485864299323,1,2.3,0.07,0.09,41.31,-1.258731677558817
3,12,33,-1.1635670598885501,3,2.6,0.12,0.13,35.74,-0.5665211059196275
4,20,31,-0.41749694853283054,1,2.2,0.1,0.17,41.39,0.07244249867039375
7,21,32,1.71579727612493,2,1.7,0.04,0.09,42.44,0.7912765538341675
3,19,50,-1.1752244053784833,2,2.0,0.14,0.09,51.11,-0.5931445894442117
7,14,24,0.0021674891047617313,2,4.3,0.14,0.1,33.9,-0.886002908214638
5,16,39,0.20422814426360245,2,1.6,0.15,0.05,58.75,0.28543036686706746
3,10,43,-1.6998049524254735,3,2.0,0.24,0.08,36.86,-1.7912013480505014
7,20,31,0.9813845102591436,2,2.4,0.21,0.15,65.96,0.07244249867039375
4,21,40,-0.6506438583314929,1,3.2,0.26,0.08,44.21,-0.3269097541983695
7,13,37,-0.16103534775430192,1,2.0,0.08,0.17,54.84,-1.0457438093621432
3,12,42,-1.443343351646945,0,2.6,0.13,0.15,57.95,-1.2054847105096487
6,13,49,-0.46412633049256297,2,3.9,0.11,0.21,69.75,-1.0457438093621432
5,16,32,0.8259532370600354,1,1.7,0.17,0.12,53.48,1.1373818396537623
5,13,23,-0.7672173132308241,0,3.4,0.2,0.16,56.56,-1.0457438093621432
4,14,23,-0.9770495320496202,1,4.3,0.18,0.22,32.4,-0.886002908214638
7,19,48,0.30137269001304506,2,3.1,0.26,0.13,41.11,-0.5931445894442117
6,15,29,0.8648110553598125,0,2.0,0.07,0.09,66.32,0.47179475153915695
5,18,28,0.1653703259638254,0,4.0,0.17,0.22,39.55,0.23218339981789904
5,18,48,-0.18435003873416816,1,4.0,0.19,0.21,42.53,-0.24703930362461685
4,16,26,-0.04446189285497074,3,3.7,0.17,0.2,53.71,0.7114061032604149
5,13,29,0.2430859625633795,1,4.5,0.12,0.21,51.2,0.3386773339162359
6,21,30,1.1445873471182073,3,3.0,0.25,0.14,48.51,0.7912765538341675
6,10,44,-1.1169376779288176,0,3.6,0.22,0.13,65.77,-1.7912013480505014
7,16,50,2.0694034226529014,3,3.0,0.16,0.18,58.93,1.1373818396537623
7,14,21,0.0021674891047617313,1,2.3,0.24,0.13,61.27,-0.886002908214638
7,16,27,1.1989882927378952,2,2.9,0.2,0.06,51.77,0.28543036686706746
3,10,29,-1.4666580426268112,0,1.6,0.21,0.13,37.52,-1.258731677558817
3,19,39,-0.5107557124522955,2,2.6,0.22,0.13,64.95,0.9243939714570886
7,18,42,1.1445873471182073,1,3.8,0.18,0.19,35.67,0.23218339981789904
7,19,44,1.8517996401741497,0,4.4,0.25,0.13,37.85,0.9243939714570886
3,16,49,-0.9770495320496202,2,3.6,0.26,0.12,64.53,-0.14054536952627997
4,19,39,-0.8060751315306011,3,2.3,0.06,0.07,61.5,-0.5931445894442117
6,21,33,0.6549788365410163,2,2.3,0.13,0.19,43.12,0.23218339981789904
7,15,42,0.1653703259638254,0,2.2,0.24,0.14,55.45,-0.7262620070671327
5,14,23,0.1653703259638254,0,2.4,0.15,0.16,48.3,0.23218339981789904
3,13,38,-1.5249447700764767,2,3.2,0.18,0.2,66.44,-1.3918490951817382
7,10,44,-0.6506438583314929,3,2.2,0.1,0.17,57.27,-1.5249665128046592
3,12,33,-1.3034552057677475,0,2.2,0.09,0.11,58.69,-0.886002908214638
6,17,31,1.6808252396551306,0,3.6,0.17,0.21,39.81,1.4036166748996044
3,16,34,-0.41749694853283054,2,2.5,0.08,0.19,34.95,1.1373818396537623
3,20,41,-0.6506438583314929,0,4.5,0.27,0.1,47.33,0.604912169162078
6,14,21,-0.6506438583314929,0,3.3,0.15,0.07,32.66,-1.258731677558817
3,12,50,-1.1635670598885501,3,2.5,0.23,0.1,67.13,-0.5665211059196275
7,20,32,3.157422335046659,3,1.9,0.22,0.09,54.77,2.202321180637131
4,12,48,-0.6040144763717604,0,2.8,0.1,0.08,36.3,-0.24703930362461685
5,13,20,-0.26206567533372227,3,4.0,0.23,0.09,32.08,-0.3535332377229537
4,20,37,0.5150906906618189,1,2.0,0.12,0.16,36.23,1.6698515101454467
7,19,43,2.3686086235611845,0,2.5,0.21,0.07,38.23,1.4302401584241886
6,20,49,1.4476783298564684,1,1.5,0.12,0.1,53.85,1.1373818396537623
4,10,29,-1.0392220413292634,0,4.3,0.1,0.19,33.04,-0.9924968423129749
7,12,38,0.9813845102591436,3,3.6,0.25,0.19,46.49,0.07244249867039375
6,13,28,-0.46412633049256297,2,3.7,0.18,0.12,49.41,-1.0457438093621432
3,18,46,-0.6040144763717604,0,2.9,0.12,0.08,51.96,0.7114061032604149
5,12,42,-0.6506438583314929,3,4.1,0.09,0.16,33.29,-0.886002908214638
3,13,43,-1.5249447700764767,2,3.0,0.23,0.13,37.96,-1.3918490951817382
3,14,20,-0.6506438583314929,3,3.7,0.08,0.15,32.57,0.604912169162078
4,11,47,-0.5729282217319388,2,2.1,0.06,0.12,45.01,-0.1937923365754484
6,18,23,1.0746432741786085,2,3.1,0.17,0.09,63.27,0.7114061032604149
7,19,25,1.8517996401741497,2,3.0,0.16,0.1,38.93,0.9243939714570886
3,17,24,-0.8954481136200884,1,2.9,0.23,0.1,45.54,0.04581901514580953
7,17,42,0.9541840374492997,3,3.1,0.12,0.07,41.22,0.04581901514580953
7,20,34,0.4373750540622648,2,4.3,0.11,0.09,40.45,-0.46002717182129055
7,14,34,1.5253939664560225,1,4.1,0.17,0.13,67.89,0.604912169162078
6,16,27,-0.41749694853283054,3,2.7,0.18,0.09,42.13,-0.9924968423129749
4,18,50,-0.8837907681301552,1,1.6,0.04,0.11,49.84,-0.7262620070671327
6,15,50,0.8648110553598125,0,3.7,0.21,0.16,56.66,0.47179475153915695
3,18,50,-0.6040144763717604,1,4.4,0.21,0.22,32.84,0.7114061032604149
5,18,36,0.8648110553598125,1,2.3,0.14,0.05,64.9,1.1906288067029307
5,19,42,-0.436925857682719,1,4.0,0.1,0.18,34.07,-0.5931445894442117
7,10,26,0.1653703259638254,3,4.1,0.23,0.13,64.17,-0.7262620070671327
6,15,42,0.5150906906618189,3,2.6,0.16,0.15,37.31,0.07244249867039375
3,21,48,-0.569042439901961,2,2.3,0.06,0.18,37.84,0.7912765538341675
3,17,43,-0.8954481136200884,2,4.2,0.1,0.17,37.66,0.04581901514580953
7,15,28,1.3893916024068027,0,3.4,0.09,0.16,41.64,0.47179475153915695
5,19,40,-0.06777658383483698,2,1.7,0.07,0.16,53.26,-0.08729840247711154
4,17,20,0.09542625302422668,0,3.6,0.13,0.15,59.74,0.9510174549816728
4,10,41,-0.728359494931047,3,4.4,0.15,0.11,52.64,-0.46002717182129055
7,12,46,-0.6506438583314929,1,1.5,0.16,0.12,68.1,-1.5249665128046592
7,12,34,0.6549788365410163,1,2.3,0.1,0.18,33.14,-0.24703930362461685
5,14,48,-0.10663440213461403,2,3.6,0.11,0.18,68.03,-0.14054536952627997
4,14,36,-0.9770495320496202,2,4.5,0.15,0.18,65.44,-0.886002908214638
7,10,25,0.1653703259638254,1,3.7,0.09,0.16,53.52,-0.7262620070671327
7,20,34,1.5253939664560225,1,3.2,0.07,0.09,67.72,0.604912169162078
5,21,37,1.3893916024068027,1,3.1,0.23,0.09,51.03,1.9094628618667047
4,17,33,-0.9615064047297094,3,2.1,0.06,0.06,44.88,-0.8593794246900538
3,20,42,-0.6506438583314929,3,4.5,0.28,0.16,30.99,0.604912169162078
6,21,38,0.6549788365410163,0,3.0,0.21,0.12,60.88,0.23218339981789904
6,20,22,1.9139721494537931,0,2.1,0.14,0.04,67.88,1.6698515101454467
5,12,43,-1.1169376779288176,0,3.5,0.19,0.12,57.97,-1.5249665128046592
3,18,22,-1.2335111328281487,1,2.8,0.23,0.06,30.31,-0.7262620070671327
7,12,30,-0.32423818461336557,1,2.1,0.14,0.17,49.15,-1.2054847105096487
4,18,36,0.5150906906618189,0,2.6,0.23,0.2,67.23,1.6698515101454467
7,11,29,-0.18823582056414587,2,3.7,0.12,0.2,67.94,-1.0723672928867274
4,11,36,-1.085851423288996,2,1.8,0.12,0.13,54.88,-1.0723672928867274
5,15,27,-0.5340704034321617,2,2.5,0.11,0.17,64.42,-0.7262620070671327
7,15,24,-0.24263676618383376,0,2.1,0.11,0.11,46.46,-1.125614259935896
4,21,48,0.6549788365410163,0,4.0,0.28,0.16,40.3,1.9094628618667047
3,20,22,-0.6506438583314929,0,3.7,0.11,0.11,32.55,0.604912169162078
5,13,38,-0.5146414942822731,1,4.0,0.27,0.15,52.01,-0.6996385235425485
3,18,21,-0.8138466951905565,0,2.8,0.11,0.14,62.48,0.23218339981789904
3,10,22,-1.6998049524254735,0,2.8,0.24,0.11,47.89,-1.7912013480505014
6,19,34,-0.06777658383483698,2,3.0,0.18,0.18,33.78,-0.5931445894442117
7,16,39,0.328573162822889,3,4.2,0.15,0.14,34.08,-0.5665211059196275
5,13,32,0.2430859625633795,1,1.9,0.18,0.1,33.58,0.3386773339162359
3,19,39,-0.5107557124522955,2,2.8,0.07,0.11,45.59,0.9243939714570886
3,20,36,-0.18435003873416816,1,3.8,0.22,0.12,66.48,1.6698515101454467
7,18,38,1.6341958576953983,1,3.2,0.17,0.06,48.99,0.7114061032604149
7,11,22,0.1109693803441375,3,4.1,0.2,0.13,48.74,-0.7795089741163012
6,19,24,1.704139930634997,1,4.4,0.19,0.22,47.49,1.4302401584241886
6,12,22,-0.6040144763717604,1,3.3,0.07,0.12,64.05,-1.2054847105096487
3,15,41,-0.8837907681301552,1,2.7,0.23,0.08,41.3,0.07244249867039375
5,16,48,-0.41749694853283054,1,3.4,0.16,0.1,47.27,-0.5665211059196275
6,14,21,0.328573162822889,3,2.9,0.17,0.18,66.2,-0.14054536952627997
6,14,26,-0.6506438583314929,3,2.9,0.08,0.11,48.56,-1.258731677558817
6,12,32,0.5150906906618189,1,3.6,0.13,0.13,42.56,0.07244249867039375
3,18,45,-0.6040144763717604,1,4.4,0.18,0.23,36.61,0.7114061032604149
3,17,25,-0.4990983669623623,0,2.3,0.18,0.15,30.59,0.9510174549816728
3,17,49,-1.0936229869489513,1,4.3,0.22,0.22,40.65,-0.4067802047721221
7,12,47,0.9813845102591436,2,4.5,0.21,0.1,54.45,0.07244249867039375
5,17,38,-0.6312149491816044,0,4.4,0.15,0.17,61.26,-0.8593794246900538
4,18,38,-0.04446189285497074,0,1.7,0.16,0.07,54.27,0.7114061032604149
4,14,49,-0.7594457495708686,2,3.9,0.1,0.19,55.08,-0.513274138870459
7,12,33,0.9813845102591436,1,1.9,0.23,0.17,46.86,0.07244249867039375
3,21,39,-0.32423818461336557,2,3.0,0.24,0.21,59.18,1.350369707850436
7,20,25,1.5253939664560225,3,3.1,0.22,0.2,46.98,0.604912169162078
7,20,47,2.6134128788497804,0,3.2,0.21,0.2,49.84,1.6698515101454467
7,15,43,-0.24263676618383376,2,2.3,0.25,0.17,69.28,-1.125614259935896
3,15,23,-0.8837907681301552,3,3.6,0.14,0.16,43.69,0.07244249867039375
4,14,33,-0.10663440213461403,3,3.1,0.26,0.16,49.63,0.604912169162078
7,18,39,1.6341958576953983,1,4.3,0.28,0.1,34.88,0.7114061032604149
7,17,31,1.8790001129839937,2,2.5,0.1,0.14,63.3,0.9510174549816728
3,12,28,-0.8837907681301552,1,4.1,0.17,0.19,63.89,0.07244249867039375
4,14,29,-0.7594457495708686,0,4.2,0.15,0.09,69.66,-0.513274138870459
4,20,27,-0.728359494931047,1,2.0,0.18,0.11,46.86,-0.46002717182129055
7,18,49,2.6134128788497804,1,2.4,0.17,0.12,55.7,1.6698515101454467
4,20,35,0.5150906906618189,2,2.8,0.16,0.16,42.39,1.6698515101454467
7,12,25,-0.6506438583314929,3,2.8,0.19,0.12,60.62,-1.5249665128046592
6,15,21,1.214531420057806,2,3.4,0.17,0.09,59.08,0.8711470044079201
4,13,39,-1.272368951127926,3,4.1,0.14,0.14,49.95,-1.3918490951817382
7,19,46,2.3686086235611845,1,3.7,0.17,0.22,52.7,1.4302401584241886
7,20,43,2.0694034226529014,2,4.5,0.1,0.15,48.49,1.1373818396537623
7,13,30,0.8997830918296118,0,2.7,0.09,0.2,31.17,-0.007427951903358899
4,12,45,-0.7905320042106903,3,3.0,0.16,0.17,59.48,-0.5665211059196275
3,18,20,-0.18435003873416816,2,4.4,0.26,0.22,58.47,1.6698515101454467
3,19,20,-0.06777658383483698,1,1.9,0.08,0.19,34.32,1.9360863453912889
6,11,40,-1.0003642230294865,0,4.0,0.2,0.1,32.15,-1.6580839304275803
7,15,42,0.5733774181114845,2,3.3,0.1,0.11,30.89,-0.3269097541983695
5,13,49,0.2430859625633795,2,2.8,0.09,0.13,51.53,0.3386773339162359
7,10,49,0.4373750540622648,3,1.7,0.19,0.12,36.07,-0.46002717182129055
3,21,31,-0.8138466951905565,2,2.4,0.13,0.16,45.39,0.23218339981789904
4,13,28,-1.272368951127926,1,2.5,0.14,0.06,32.59,-1.3918490951817382
3,16,20,-0.6040144763717604,1,4.3,0.1,0.2,55.22,0.7114061032604149
4,17,39,0.09542625302422668,3,4.3,0.12,0.15,51.25,0.9510174549816728
3,19,20,-0.5107557124522955,0,2.2,0.06,0.15,36.43,0.9243939714570886
4,13,42,-1.272368951127926,0,3.6,0.25,0.16,46.89,-1.3918490951817382
5,14,33,-0.10663440213461403,0,4.2,0.22,0.1,67.02,-0.14054536952627997
3,16,43,-1.3500845877274799,2,3.3,0.26,0.08,40.04,-0.9924968423129749
6,15,41,1.214531420057806,0,2.9,0.25,0.1,53.0,0.8711470044079201
3,20,28,-0.18435003873416816,3,3.9,0.13,0.13,64.21,1.6698515101454467
4,17,25,-0.16880691141425733,1,3.2,0.16,0.08,42.74,0.49841823506374117
5,11,39,-0.5729282217319388,2,3.4,0.24,0.08,38.39,-0.7795089741163012
4,11,49,-1.085851423288996,0,3.5,0.11,0.2,68.87,-1.0723672928867274
6,20,34,0.5150906906618189,2,3.7,0.19,0.15,57.41,0.07244249867039375
7,17,47,1.8790001129839937,2,4.4,0.16,0.18,68.79,0.9510174549816728
5,13,50,-0.5146414942822731,2,3.0,0.2,0.14,35.85,-0.6996385235425485
4,20,40,0.20422814426360245,0,4.2,0.21,0.19,45.4,1.1373818396537623
3,16,37,-0.6040144763717604,3,1.5,0.2,0.14,61.03,0.7114061032604149
3,16,49,-1.3500845877274799,2,3.3,0.11,0.2,56.79,-0.9924968423129749
3,19,23,-0.2892661481435662,2,2.5,0.23,0.18,45.89,1.4302401584241886
7,10,29,-0.37863913023305346,0,4.2,0.22,0.1,44.06,-1.258731677558817
3,20,25,-0.41749694853283054,1,2.2,0.18,0.18,47.83,1.1373818396537623
3,19,31,-0.9537348410697539,3,3.4,0.13,0.11,47.06,-0.08729840247711154
4,20,37,-0.41749694853283054,1,1.5,0.18,0.14,65.62,0.07244249867039375
6,16,39,1.0746432741786085,1,2.2,0.17,0.09,66.35,0.7114061032604149
7,16,40,1.1989882927378952,2,4.1,0.21,0.13,37.61,0.28543036686706746
4,21,47,0.9813845102591436,2,2.5,0.21,0.08,35.37,2.468556015882973
5,15,21,0.6316641455611501,0,3.6,0.13,0.2,40.96,0.8711470044079201
5,16,38,0.20422814426360245,3,3.3,0.16,0.2,62.79,0.28543036686706746
3,20,43,-0.8837907681301552,3,3.5,0.16,0.14,31.32,0.07244249867039375
7,20,28,3.157422335046659,2,3.9,0.24,0.22,39.08,2.202321180637131
3,18,25,-0.6040144763717604,0,3.7,0.18,0.15,43.37,0.7114061032604149
7,18,26,1.1445873471182073,3,1.6,0.21,0.14,34.45,0.23218339981789904
4,10,46,-1.5055158609265882,1,2.4,0.21,0.11,43.34,-1.7912013480505014
3,18,24,-0.39418225755296427,3,2.4,0.08,0.18,59.3,1.1906288067029307
3,18,46,-1.2335111328281487,0,1.5,0.22,0.14,34.2,-0.7262620070671327
6,12,49,0.2353143989034241,0,3.1,0.19,0.18,30.54,-0.24703930362461685
4,20,49,-0.10663440213461403,3,4.5,0.26,0.16,57.38,0.604912169162078
6,14,47,-0.6506438583314929,2,3.4,0.13,0.13,37.69,-1.258731677558817
3,15,28,-1.2335111328281487,3,4.1,0.13,0.14,58.61,-0.7262620070671327
5,14,20,-0.37863913023305346,3,1.7,0.22,0.04,31.79,-0.513274138870459
4,20,23,-0.41749694853283054,2,2.1,0.19,0.14,33.14,0.07244249867039375
6,13,41,-0.46412633049256297,2,3.4,0.2,0.11,56.31,-1.0457438093621432
5,13,24,-1.019793132179375,1,1.6,0.06,0.13,61.89,-1.3918490951817382
6,10,39,-0.41749694853283054,0,3.6,0.27,0.21,42.31,-0.9924968423129749
6,20,38,1.9139721494537931,1,2.9,0.18,0.14,51.37,1.6698515101454467
7,10,35,0.1653703259638254,3,2.3,0.15,0.18,67.33,-0.7262620070671327
6,16,47,0.7016082185007488,3,2.5,0.23,0.2,37.28,0.28543036686706746
7,18,35,0.6549788365410163,3,2.3,0.16,0.19,65.86,-0.24703930362461685
7,15,29,1.797398694554462,1,3.1,0.12,0.21,66.27,0.8711470044079201
3,17,44,-1.0936229869489513,1,2.8,0.25,0.12,53.97,-0.4067802047721221
5,12,42,-0.18435003873416816,3,3.1,0.22,0.16,55.41,-0.24703930362461685
6,14,30,-0.32423818461336557,1,2.7,0.14,0.15,36.53,-0.886002908214638
3,12,36,-1.3034552057677475,1,2.1,0.07,0.15,49.51,-0.886002908214638
7,14,29,0.3829741084425769,0,4.1,0.23,0.17,68.47,-0.513274138870459
4,11,28,-1.427800224327034,2,2.8,0.13,0.1,43.64,-1.6580839304275803
6,10,45,-0.18435003873416816,3,1.9,0.18,0.05,42.13,-0.7262620070671327
6,13,42,-0.16103534775430192,0,2.2,0.09,0.15,30.71,-0.6996385235425485
3,21,27,-1.058650950479152,3,4.3,0.09,0.1,60.68,-0.3269097541983695
6,12,39,-0.6040144763717604,1,4.2,0.27,0.12,46.7,-1.2054847105096487
6,20,24,0.0487968710644942,0,1.7,0.18,0.1,67.56,-0.46002717182129055
6,19,50,1.704139930634997,1,3.5,0.15,0.13,55.5,1.4302401584241886
7,11,22,0.7093797821607042,1,1.8,0.14,0.13,47.53,-0.1937923365754484
4,10,43,-1.5055158609265882,3,2.3,0.16,0.05,49.91,-1.7912013480505014
4,15,33,-1.1169376779288176,1,4.3,0.19,0.15,52.6,-1.125614259935896
4,14,23,-1.1946533145283718,1,3.8,0.22,0.19,47.66,-1.258731677558817
5,18,37,0.5150906906618189,2,4.3,0.22,0.09,35.61,0.7114061032604149
6,16,34,0.328573162822889,1,3.8,0.21,0.18,48.92,-0.14054536952627997
5,12,37,-0.18435003873416816,0,4.5,0.12,0.15,68.08,-0.24703930362461685
5,15,39,-0.5340704034321617,2,4.1,0.23,0.16,30.97,-0.7262620070671327
5,20,33,-0.3397813119332764,3,3.0,0.15,0.19,64.38,-0.46002717182129055
6,15,36,0.5150906906618189,3,3.9,0.08,0.16,54.13,0.07244249867039375
6,17,41,1.6808252396551306,2,3.8,0.25,0.22,59.73,1.4036166748996044
6,11,21,0.025482180084627968,2,1.5,0.07,0.14,45.09,-0.48665065534587476
3,20,37,-0.8837907681301552,3,4.4,0.11,0.21,36.9,0.07244249867039375
3,17,50,-1.2917978602778144,0,4.0,0.11,0.2,33.35,-0.8593794246900538
7,16,33,0.328573162822889,1,1.9,0.21,0.06,60.46,-0.5665211059196275
3,20,21,-0.6506438583314929,2,2.3,0.19,0.09,31.38,0.604912169162078
3,16,49,-0.6040144763717604,3,4.4,0.23,0.23,41.11,0.7114061032604149
3,18,41,-0.39418225755296427,3,3.7,0.21,0.22,61.95,1.1906288067029307
5,15,32,0.34023050831282214,2,1.6,0.15,0.05,36.64,0.47179475153915695
4,19,29,-0.5107557124522955,1,3.7,0.08,0.2,33.98,-0.08729840247711154
3,14,45,-0.9770495320496202,3,4.0,0.24,0.09,66.89,-0.14054536952627997
5,17,49,0.029367961914605674,2,2.3,0.06,0.1,67.9,0.04581901514580953
5,18,39,1.214531420057806,3,2.6,0.1,0.06,61.12,1.6698515101454467
6,10,46,-1.1169376779288176,2,2.0,0.18,0.07,36.46,-1.7912013480505014
7,19,34,1.8517996401741497,3,2.0,0.16,0.07,51.71,0.9243939714570886
3,14,22,-0.8138466951905565,2,2.1,0.05,0.14,54.82,0.23218339981789904
7,11,28,-0.48744102147242924,1,2.4,0.13,0.1,33.92,-1.365225611657154
4,17,48,-0.9615064047297094,2,4.0,0.17,0.23,64.46,-0.8593794246900538
6,20,31,1.4476783298564684,3,1.9,0.21,0.12,48.21,1.1373818396537623
3,10,29,-1.1169376779288176,1,2.1,0.23,0.08,60.5,-0.46002717182129055
7,16,45,1.1989882927378952,3,1.6,0.05,0.13,33.9,0.28543036686706746
6,13,47,-0.46412633049256297,0,3.5,0.22,0.12,68.39,-1.0457438093621432
4,14,49,-0.5418419670921171,0,2.2,0.13,0.11,31.74,-0.14054536952627997
5,17,35,0.3596594174627107,1,2.3,0.19,0.13,37.95,0.49841823506374117
7,20,26,0.4373750540622648,1,2.5,0.12,0.12,58.28,-0.46002717182129055
6,21,21,0.6549788365410163,2,2.2,0.23,0.17,56.09,0.23218339981789904
7,20,20,1.5253939664560225,2,3.7,0.2,0.22,46.62,0.604912169162078
6,19,41,2.1471190592524554,3,2.9,0.24,0.08,46.6,1.9360863453912889
5,12,29,-1.1169376779288176,2,1.5,0.18,0.07,55.53,-1.5249665128046592
3,15,46,-0.5340704034321617,1,4.2,0.2,0.18,38.62,0.8711470044079201
4,11,24,-1.085851423288996,0,2.5,0.11,0.15,32.6,-1.0723672928867274
5,10,23,-1.3112267694277029,3,2.5,0.25,0.18,32.75,-1.7912013480505014
5,14,47,0.1653703259638254,2,3.1,0.25,0.19,61.92,0.23218339981789904
6,21,39,2.123804368272589,3,3.4,0.24,0.18,43.64,1.9094628618667047
